Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
106	543	0	0.89714899	101525.832	101499.231	101429.752	101525.832	96.079632	0	0	0	0	0	3
107	548	0	0.90561266	101526.009	101500.835	101432.919	101526.009	93.0899703	0	0	0	0	0	3
108	552	0	0.914076329	101525.867	101502.384	101435.206	101526.009	90.8026754	0	0	0	0	0	3
109	556	0	0.922539999	101525.679	101503.892	101437.258	101526.009	88.7511924	0	0	0	0	0	3
110	561	0	0.931003669	101525.721	101505.366	101439.238	101526.009	86.7710865	0	0	0	0	0	3
111	565	0	0.939467338	101525.807	101506.809	101441.695	101526.009	84.3137966	0	0	0	0	0	3
112	570	0	0.947931008	101525.7	101508.209	101444.133	101526.009	81.8752381	0	0	0	0	0	3
113	574	0	0.956394678	101525.477	101509.565	101446.709	101526.009	79.3001703	0	0	0	0	0	3
114	579	0	0.964858348	101525.399	101510.877	101449.351	101526.009	76.6579333	0	0	0	0	0	3
115	583	0	0.973322017	101525.523	101512.146	101452.982	101526.009	73.0271366	0	0	0	0	0	3
116	588	0	0.981785687	101526.06	101513.364	101456.918	101526.06	69.1412153	0	0	0	0	0	3
117	592	0	0.990249357	101526.197	101514.519	101461.24	101526.197	64.957718	0	0	0	0	0	3
118	596	0	0.998713026	101526.282	101515.603	101465.665	101526.282	60.6172204	0	0	0	0	0	3
119	600	0	1.0071767	101526.177	101516.611	101470.174	101526.282	56.1078329	40.5347737	0	0	0	0	3
120	605	0	1.01564037	101526.277	101517.546	101474.426	101526.282	51.8564367	40.5347737	0	0	0	0	3
121	609	0	1.02410404	101526.347	101518.412	101478.253	101526.347	48.0943208	40.5347737	0	0	0	0	3
122	613	0	1.03256771	101526.596	101519.217	101481.499	101526.596	45.0971737	40.5347737	0	0	0	0	3
123	617	0	1.04103137	101526.809	101519.973	101484.774	101526.809	42.0355463	40.5347737	0	0	0	0	3
124	622	0	1.04949504	101526.765	101520.672	101487.742	101526.809	39.0671525	40.5347737	0	0	0	0	3
125	626	0	1.05795871	101526.815	101521.324	101491.193	101526.815	35.6221216	40.5347737	0	0	0	0	3
126	631	0	1.06642238	101526.837	101521.918	101494.987	101526.837	31.8502718	40.5347737	0	0	0	0	3
127	635	0	1.07488605	101526.748	101522.447	101499.114	101526.837	27.7224379	40.5347737	0	0	0	0	3
128	639	0	1.08334972	101526.6	101522.905	101503.037	101526.837	23.7997006	40.5347737	0	0	0	0	3
129	644	0	1.09181339	101526.581	101523.298	101506.558	101526.837	20.2785269	40.5347737	0	0	0	0	3
130	648	0	1.10027706	101526.661	101523.633	101509.252	101526.837	17.5845534	40.5347737	0	0	0	0	3
131	652	0	1.10874073	101526.924	101523.927	101511.695	101526.924	15.2293	40.5347737	0	0	0	0	3
132	656	0	1.1172044	101526.929	101524.181	101513.769	101526.929	13.1598956	40.5347737	0	0	0	0	3
133	660	0	1.12566807	101526.746	101524.397	101515.191	101526.929	11.7374334	40.5347737	0	0	0	0	3
134	665	0	1.13413174	101526.687	101524.589	101516.592	101526.929	10.3372419	40.5347737	0	0	0	0	3
135	669	0	1.14259541	101526.55	101524.755	101517.589	101526.929	9.34015468	40.5347737	0	0	0	0	3
136	673	0	1.15105908	101526.762	101524.908	101518.583	101526.929	8.34594601	40.5347737	0	0	0	0	3
137	677	0	1.15952275	101527.145	101525.05	101519.519	101527.145	7.6264341	40.5347737	0	0	0	0	3
138	681	0	1.16798642	101527.175	101525.178	101520.149	101527.175	7.02579322	40.5347737	0	0	0	0	3
139	686	0	1.17645009	101527.215	101525.296	101520.449	101527.215	6.76618883	40.5347737	0	0	0	0	3
140	690	0	1.18491376	101527.036	101525.406	101520.781	101527.215	6.43428801	40.5347737	0	0	0	0	3
141	695	0	1.19337743	101527.1	101525.511	101521.415	101527.215	5.800318	40.5347737	0	0	0	0	3
142	699	0	1.2018411	101527.052	101525.605	101521.951	101527.215	5.26441713	40.5347737	0	0	0	0	3
143	703	0	1.21030477	101527.12	101525.691	101522.206	101527.215	5.008959	40.5347737	0	0	0	0	3
144	707	0	1.21876844	101526.778	101525.767	101522.349	101527.215	4.86626248	40.5347737	0	0	0	0	3
145	711	0	1.22723211	101526.975	101525.844	101522.58	101527.215	4.63463839	40.5347737	0	0	0	0	3
146	716	0	1.23569578	101527.253	101525.922	101522.766	101527.253	4.48711329	40.5347737	0	0	0	0	3
147	720	0	1.24415945	101527.51	101526.001	101523.05	101527.51	4.46056623	40.5347737	0	0	0	0	3
148	724	0	1.25262312	101527.544	101526.076	101523.611	101527.544	3.93279925	40.5347737	0	0	0	0	3
149	728	0	1.26108679	101527.562	101526.142	101524.053	101527.562	3.50940144	40.5347737	0	0	0	0	3
150	732	0	1.26955046	101527.473	101526.199	101524.359	101527.562	3.20341122	40.5347737	0	0	0	0	3
151	737	0	1.27801413	101527.56	101526.252	101524.59	101527.562	2.97257485	40.5347737	0	0	0	0	3
152	741	0	1.2864778	101527.448	101526.3	101524.622	101527.562	2.94061698	40.5347737	0	0	0	0	3
153	745	0	1.29494147	101527.376	101526.346	101524.646	101527.562	2.91645234	40.5347737	0	0	0	0	3
154	749	0	1.30340514	101527.343	101526.389	101524.646	101527.562	2.91645234	40.5347737	0	0	0	0	3
